,id,RF_pred
25889,527921,-1
25960,529485,-1
24668,503985,-1
19714,405713,-1
6342,130597,-1
25276,516445,-1
13879,285229,-1
13223,271681,-1
27657,564002,-1
600,12786,-1
27637,563522,-1
10828,223050,-1
7558,155524,-1
13918,285967,-1
20679,424539,-1
10199,210408,-1
16135,332130,-1
24182,494033,-1
9459,195631,-1
26074,531646,-1
19435,399439,-1
1651,34459,-1
12040,248145,-1
27416,558792,-1
14030,288303,-1
6746,138533,-1
28486,580462,-1
11460,236462,-1
52,1182,-1
1878,38602,-1
19096,392537,-1
27066,552066,-1
18250,375585,-1
6291,129357,-1
23752,485424,-1
20772,426210,-1
12722,261235,-1
29425,600121,-1
7374,151637,-1
15561,319657,-1
27308,556511,-1
15239,313155,-1
16679,343144,-1
31325,636718,-1
104,2244,-1
21837,447312,-1
1284,26718,-1
1906,39149,-1
4885,100858,-1
10937,225629,-1
11204,231285,-1
5200,107041,-1
1395,29204,-1
14171,290833,-1
23523,480856,-1
28456,579918,-1
11610,239567,-1
27748,565791,-1
439,9109,-1
1475,30892,-1
7659,157787,-1
10816,222886,-1
30301,617316,-1
8114,167787,-1
21830,447195,-1
4121,84543,-1
16048,330324,-1
6302,129477,-1
2092,43417,-1
27440,559305,-1
18495,380518,-1
25064,511863,-1
30073,612406,-1
21794,446457,-1
9268,191830,-1
30445,620012,-1
24684,504359,-1
9197,190100,-1
10688,220372,-1
19419,399183,-1
17068,350924,-1
21708,444485,-1
5890,121326,-1
5992,123222,-1
14392,295448,-1
29764,606573,-1
16992,349393,-1
1167,24225,-1
12435,255639,-1
11027,227461,-1
16626,341773,-1
19764,406640,-1
26784,546059,-1
17197,353785,-1
6255,128785,-1
22282,455771,-1
17905,368567,-1
24625,503298,-1
22475,459569,-1
13866,284953,-1
9271,191846,-1
28855,588087,-1
8961,185324,-1
16791,345278,-1
7469,153401,-1
12042,248213,-1
17126,352158,-1
19396,398716,-1
12798,262616,-1
9907,204999,-1
13827,284290,-1
5391,110720,-1
7806,161493,-1
11309,233263,-1
5029,103624,-1
5702,117055,-1
17442,358756,-1
8077,167008,-1
17517,360435,-1
30738,625909,-1
10920,225336,-1
17897,368386,-1
4161,85265,-1
30750,626152,-1
448,9291,-1
23443,479011,-1
18964,389691,-1
17666,363599,-1
16484,339064,-1
13476,276792,-1
22972,469764,-1
17329,356406,-1
30187,614804,-1
25986,529943,-1
29319,597874,-1
7831,162070,-1
30172,614341,-1
11165,230403,-1
5679,116476,-1
18671,383951,-1
18383,378368,-1
2688,56101,-1
3179,65860,-1
29429,600230,-1
27068,552095,-1
9811,202866,-1
26891,548328,-1
1308,27117,-1
5525,113283,-1
19806,407583,-1
22697,464052,-1
28274,576049,-1
13582,279170,-1
1886,38778,-1
16822,345915,-1
30308,617461,-1
8539,176390,-1
8944,184693,-1
19916,409774,-1
8469,174556,-1
22449,458882,-1
16462,338652,-1
22800,466341,-1
22362,457302,-1
13976,287099,-1
514,11089,-1
28192,574364,-1
29417,599995,-1
13429,275802,-1
9812,202878,-1
27014,550956,-1
24057,491598,-1
16917,347966,-1
22403,458030,-1
4355,89635,-1
28189,574290,-1
21238,435415,-1
13314,273346,-1
26413,538583,-1
8955,184968,-1
5863,120647,-1
25785,525701,-1
7124,146341,-1
26172,533729,-1
6948,142527,-1
16440,338195,-1
25141,513488,-1
13397,275195,-1
20591,422727,-1
3256,67283,-1
24996,510454,-1
21972,449664,-1
4198,85998,-1
25789,525750,-1
18785,386256,-1
14272,292911,-1
10049,207758,-1
10168,209846,-1
10061,207941,-1
9964,206020,-1
12532,257581,-1
1727,35849,-1
7184,147496,-1
6937,142371,-1
8711,180001,-1
28847,587864,-1
20162,414776,-1
25806,526175,-1
19782,406982,-1
14460,296966,-1
27507,560656,-1
20758,425892,-1
16778,345032,-1
30225,615650,-1
17605,362259,-1
1358,28351,-1
6782,139209,-1
2675,55738,-1
4946,101809,-1
8322,171908,-1
31336,636810,-1
952,19799,-1
16028,329918,-1
30250,616131,-1
1437,30112,-1
1024,21277,-1
5093,104871,-1
3227,66777,-1
26100,532166,-1
14297,293327,-1
10400,214257,-1
11026,227444,-1
18063,371783,-1
12133,249948,-1
6943,142441,-1
8674,179241,-1
31326,636735,-1
20663,424293,-1
29190,595334,-1
8167,168927,-1
28501,580753,-1
942,19516,-1
19126,393043,-1
5756,118288,-1
4261,87440,-1
7273,149163,-1
242,5076,-1
12083,248976,-1
8638,178390,-1
21407,438854,-1
26091,532002,-1
1617,33893,-1
9915,205156,-1
24366,497611,1
18095,372174,-1
27405,558624,-1
18726,385089,-1
18260,375753,-1
3360,69081,-1
7645,157523,-1
2240,46706,-1
18857,387859,-1
8742,180601,-1
4141,84916,-1
14011,287832,-1
394,8053,-1
26529,540730,-1
749,15612,-1
21072,431851,-1
1785,36947,-1
9975,206339,-1
24759,505774,-1
8862,182958,-1
2864,59700,-1
3926,80706,-1
6897,141614,-1
1715,35558,-1
25834,526797,-1
2516,52596,-1
18333,377431,-1
22907,468354,-1
1965,40375,-1
17394,357581,-1
14608,300055,-1
13845,284621,-1
23239,475009,-1
3817,78569,-1
19254,395592,-1
15270,313878,-1
15589,320133,-1
19029,391197,-1
10849,223584,-1
5694,116863,-1
27422,558882,-1
1364,28482,-1
5297,108811,-1
5891,121358,-1
18895,388450,-1
966,20166,-1
3356,69000,-1
24548,501223,-1
10655,219646,-1
22490,459948,-1
14683,301448,-1
16870,346851,-1
20285,417029,-1
3223,66729,-1
24100,492381,-1
17856,367589,-1
12329,253990,-1
30334,617911,-1
29716,605676,-1
21544,441201,-1
7407,152186,-1
24029,490947,-1
27894,568504,-1
16559,340647,-1
26347,537264,-1
8493,175133,-1
4589,94603,-1
10086,208543,-1
13184,270774,-1
8877,183254,-1
12559,258123,-1
3315,68263,-1
7233,148400,-1
799,16546,-1
24405,498330,-1
19772,406835,-1
2485,52031,-1
15218,312705,-1
31361,637134,-1
11018,227313,-1
23039,471071,-1
4435,91210,-1
6258,128811,-1
9970,206251,-1
8479,174821,-1
13034,267603,-1
16677,343098,-1
30816,627332,-1
3017,62955,-1
3330,68516,-1
18845,387594,-1
11880,244908,-1
18192,374508,-1
8610,177837,-1
9761,202003,-1
22643,462853,-1
6739,138421,-1
31371,637289,-1
18006,370566,-1
21294,436753,-1
26504,540347,-1
13417,275573,-1
24477,499796,-1
9164,189605,-1
13338,274138,-1
17807,366741,-1
19286,396275,-1
9122,188712,-1
14229,291937,-1
8543,176454,-1
17027,350187,-1
19627,403728,-1
13017,267265,-1
27943,569410,-1
15418,316973,-1
30074,612412,-1
29317,597793,-1
17689,364102,1
11940,246267,-1
12025,247864,-1
8686,179497,-1
5076,104635,-1
14784,303499,-1
26412,538572,-1
13351,274388,-1
22488,459915,-1
17278,355535,-1
24217,494817,-1
22176,453646,-1
19171,393911,-1
29602,603676,-1
24906,508568,-1
10266,211648,-1
8324,171967,-1
3535,72881,-1
6277,129121,-1
9118,188624,-1
20883,428081,-1
19469,400498,-1
29485,601144,1
10356,213326,-1
2146,44663,-1
18020,370887,-1
9621,198934,-1
21188,434392,-1
9973,206291,-1
984,20473,-1
2200,46008,-1
2374,49637,-1
17103,351584,-1
29638,604383,-1
27082,552490,-1
29896,608796,-1
6812,139843,-1
27233,555175,-1
1964,40313,-1
19888,409378,-1
21388,438301,-1
21265,435966,-1
21911,448807,-1
8030,166006,-1
8029,165998,-1
4152,85087,-1
14115,289813,-1
19356,397761,-1
29081,592978,-1
18385,378379,-1
17895,368377,-1
26048,531180,-1
5210,107272,-1
13667,280980,-1
1420,29791,-1
6091,125183,-1
12586,258760,-1
23500,480251,-1
29149,594385,-1
19038,391419,-1
2417,50550,-1
16487,339165,-1
4275,87662,-1
15690,322294,-1
4464,91743,-1
2546,53192,-1
8062,166755,-1
6999,143642,-1
28043,571460,-1
1264,26230,-1
30395,619072,-1
20578,422466,-1
18884,388362,-1
25403,518795,-1
6870,141163,-1
20494,420851,-1
27102,552879,-1
28694,584349,-1
11816,243825,-1
23805,486395,-1
15651,321273,-1
18783,386214,-1
2883,60131,-1
885,18158,-1
26953,549545,-1
30501,621234,-1
2298,47759,-1
17734,365070,-1
805,16700,-1
9025,186870,-1
23779,485810,-1
3312,68182,-1
26179,533891,-1
27628,563320,-1
19407,398924,-1
11325,233651,-1
13577,278890,-1
4308,88521,-1
13266,272385,-1
19534,401786,-1
13415,275501,-1
20501,420993,-1
19615,403506,-1
7812,161612,-1
9401,194478,-1
23085,471898,-1
6076,124872,-1
4214,86413,-1
23234,474905,-1
580,12333,-1
253,5279,-1
13691,281468,-1
13401,275222,-1
17716,364631,-1
10003,206925,-1
9257,191605,-1
11843,244263,-1
16233,333911,-1
3382,69592,-1
13799,283911,-1
27884,568345,-1
11430,235977,-1
445,9223,-1
13142,269911,-1
23210,474386,-1
9049,187294,-1
19779,406935,-1
24968,509988,-1
16890,347279,-1
19083,392352,-1
28969,590552,-1
5109,105363,-1
25190,514640,-1
1864,38334,-1
17078,351198,-1
18189,374398,-1
476,10147,-1
29751,606305,-1
3688,75889,-1
29758,606378,-1
30772,626570,-1
14604,299996,-1
27660,564073,-1
30026,611377,-1
22122,452431,-1
20576,422436,-1
22026,450667,-1
525,11253,-1
8326,171931,-1
11750,242467,-1
14390,295408,-1
3163,65544,-1
103,2235,-1
17821,367039,-1
4843,99889,-1
19829,408147,-1
17960,369782,-1
15845,325975,-1
14385,295290,-1
1837,37830,-1
16912,347819,-1
2175,45479,-1
12965,266470,-1
3405,70042,-1
24471,499676,-1
11632,240035,-1
16358,336414,-1
27812,567120,-1
10139,209360,-1
4533,93382,-1
16897,347479,-1
18213,374838,-1
15031,308694,-1
2931,61275,-1
4199,86024,-1
18646,383456,-1
9760,201983,-1
16694,343440,-1
23713,484708,-1
18112,372589,-1
13648,280610,-1
19975,410969,-1
10720,220918,-1
17,457,-1
29871,608426,-1
24102,492432,-1
10821,222956,-1
26101,532203,-1
6617,136027,-1
2724,56760,-1
6810,139823,-1
9057,187406,-1
29926,609328,-1
7403,152171,-1
27887,568384,-1
20124,413998,-1
13457,276409,-1
29006,591314,-1
17081,351246,-1
20658,424165,-1
8664,178951,-1
23616,482735,-1
28532,581373,-1
20277,416821,-1
31112,633090,-1
20403,418986,-1
19738,406207,-1
3269,67453,-1
8061,166730,-1
26072,531577,-1
18611,382688,-1
17361,357043,-1
18469,379994,-1
892,18291,-1
14099,289578,-1
25910,528481,-1
24573,501836,-1
4690,96708,-1
21804,446654,-1
2208,46120,-1
18392,378542,-1
13442,276175,-1
11654,240636,-1
11803,243477,-1
24545,501177,-1
10521,216801,-1
16106,331432,-1
774,15993,-1
30232,615828,-1
22179,453692,-1
29270,596749,-1
4998,102971,-1
15143,311132,-1
29288,597076,-1
16707,343560,-1
14345,294545,-1
12574,258413,-1
20419,419373,-1
8884,183494,-1
783,16171,-1
21055,431492,-1
27333,557123,-1
15168,311659,-1
23283,475578,-1
18099,372379,-1
21944,449308,-1
9511,196635,-1
14009,287778,-1
3569,73561,-1
8291,171306,-1
2352,49048,-1
9169,189665,-1
11952,246454,-1
21844,447448,-1
10216,210733,-1
26983,550199,-1
24604,502647,-1
24141,493290,-1
11153,230114,-1
1391,29145,-1
14054,288694,-1
19366,397981,-1
8708,179953,-1
1874,38521,-1
13192,270916,-1
5011,103276,-1
27337,557262,-1
16767,344835,-1
10030,207405,-1
3941,81257,-1
17528,360701,-1
1951,40017,-1
19920,409823,-1
10015,207113,-1
14325,294065,-1
9775,202339,-1
15413,316861,-1
8079,167084,-1
10773,222177,-1
7165,146984,-1
207,4567,-1
4901,101149,-1
12431,255599,-1
12238,252323,-1
7288,149499,-1
31060,632342,-1
19830,408166,-1
18103,372428,-1
24084,492162,-1
20106,413593,-1
1366,28520,-1
21645,443149,-1
20412,419246,-1
4302,88300,-1
29778,606836,-1
1403,29368,-1
17510,360302,-1
2807,58504,-1
15460,317769,-1
19711,405659,-1
4011,82553,-1
25360,518163,-1
8582,177191,-1
4317,88688,-1
11431,236018,-1
19100,392581,-1
26910,548701,-1
1687,35024,-1
25840,526961,-1
20669,424312,-1
21146,433561,-1
14448,296668,-1
14121,289919,-1
30089,612733,-1
29003,591266,-1
20765,426094,-1
21256,435729,-1
28222,574965,-1
23455,479300,-1
14622,300214,-1
29941,609745,-1
13794,283795,-1
5950,122431,-1
17857,367590,-1
27171,553913,-1
8947,184778,-1
11387,234820,-1
25043,511377,-1
31405,637981,-1
18148,373562,-1
19746,406357,-1
15715,322748,-1
21592,442334,-1
21997,450233,-1
4089,83950,-1
11288,232991,-1
8854,182736,-1
16361,336542,-1
20910,428478,-1
18807,386778,-1
24680,504336,-1
8353,172462,-1
30288,617012,-1
25398,518735,-1
19900,409538,-1
28378,578290,-1
2,114,-1
17191,353707,-1
12757,262003,-1
7647,157555,-1
12079,248933,-1
21342,437573,-1
20140,414325,-1
19507,401213,-1
14147,290311,-1
26420,538714,-1
31287,636175,-1
15777,324507,-1
26003,530187,-1
24820,507016,-1
12440,255672,-1
19687,405138,-1
24873,507993,-1
2863,59695,-1
2011,41678,-1
19584,402794,-1
21363,437861,-1
16597,341346,-1
7998,165435,-1
27823,567387,-1
12862,263998,-1
10864,223984,-1
9731,201235,-1
21695,444157,-1
25096,512569,-1
25202,514916,-1
15982,328882,-1
25838,526863,-1
11833,244091,-1
23465,479508,-1
9900,204735,-1
30321,617710,-1
9952,205796,-1
21733,445083,-1
23718,484782,-1
14665,301152,-1
19857,408706,-1
9756,201920,-1
29724,605871,-1
12976,266731,-1
7817,161756,-1
26287,536152,-1
31079,632591,-1
26573,541809,-1
30374,618611,-1
6002,123380,-1
18139,373280,-1
24524,500848,-1
30797,626994,-1
29803,607236,-1
18886,388373,-1
3102,64529,-1
27602,562875,-1
16591,341159,-1
1110,23113,-1
10679,220185,-1
12383,254906,-1
3719,76678,-1
16576,340871,-1
19797,407459,-1
13774,283406,-1
28394,578570,-1
22209,454318,-1
4715,97183,-1
12450,255971,-1
21978,449767,-1
20255,416409,-1
9439,195337,-1
13144,269971,-1
16703,343506,-1
31352,637050,-1
4055,83385,-1
15783,324598,-1
14539,298762,-1
29762,606559,-1
9204,190229,-1
22363,457307,-1
2714,56590,-1
12654,259861,-1
25552,521816,-1
12235,252270,-1
5718,117248,-1
8685,179494,-1
19613,403449,-1
23026,470762,-1
29376,599137,-1
11577,238796,-1
30488,621032,-1
1075,22386,-1
5364,110265,-1
8460,174288,-1
27368,557944,-1
24525,500864,-1
16616,341607,-1
15711,322619,-1
5575,114349,-1
5743,118052,-1
1486,31115,-1
1594,33367,-1
12442,255714,-1
16036,330073,-1
26255,535546,-1
4173,85485,-1
18837,387468,-1
5920,121961,-1
14368,294889,-1
2359,49231,-1
15696,322408,-1
27074,552359,-1
18434,379421,-1
2115,43816,-1
11703,241624,-1
5660,116111,-1
28633,583272,-1
3141,65174,-1
14021,288141,-1
3900,80230,-1
29196,595458,-1
10002,206924,-1
14778,303428,-1
225,4813,-1
10318,212652,-1
18676,384018,-1
2183,45575,-1
30936,630196,-1
25872,527626,-1
24746,505555,-1
30810,627256,-1
4493,92375,-1
5957,122581,-1
28813,587280,-1
20487,420610,-1
15639,320995,-1
4992,102916,-1
15488,318379,-1
29173,595051,-1
18433,379391,-1
11404,235235,-1
12459,256142,-1
2731,57029,-1
3225,66757,-1
14209,291519,-1
9788,202512,-1
3517,72604,-1
19680,405003,-1
19971,410886,-1
22955,469324,-1
30948,630356,-1
31092,632822,-1
1260,26085,-1
7736,159601,-1
4466,91808,-1
21391,438401,-1
2702,56406,-1
29574,603051,-1
22723,464838,-1
11669,240973,-1
25059,511739,-1
22347,456941,-1
31338,636857,-1
10194,210333,-1
16331,335766,-1
6227,128208,-1
12809,262815,-1
848,17507,-1
1290,26772,-1
27511,560703,-1
26799,546356,-1
4305,88399,-1
6266,128983,-1
19574,402583,-1
14157,290450,-1
5497,112763,-1
7343,150908,-1
17096,351425,-1
3051,63708,-1
11981,247017,-1
19893,409397,-1
15865,326336,-1
6008,123484,-1
13483,276895,-1
16600,341412,-1
11915,245768,-1
3611,74367,-1
29280,596879,-1
30752,626252,-1
29903,608962,-1
26315,536738,-1
24230,495154,-1
20094,413390,-1
12486,256640,-1
20195,415459,-1
25155,513857,-1
19151,393457,-1
9805,202785,-1
27545,561592,-1
2404,50323,-1
4601,94885,-1
16364,336684,-1
19159,393690,-1
14541,298925,-1
11285,232941,-1
12099,249222,-1
9417,194800,-1
15615,320576,-1
7541,155156,-1
11104,229055,-1
1535,31930,-1
1807,37422,-1
13847,284651,-1
16565,340713,-1
28994,591184,-1
27457,559564,-1
28259,575682,-1
26280,535967,1
23212,474459,-1
20584,422579,-1
18228,375077,-1
30186,614774,-1
2082,43151,-1
12565,258202,-1
25020,510890,-1
10592,218265,-1
28318,576900,-1
19463,400236,-1
23957,489512,-1
15192,312270,-1
27516,560777,-1
13088,268798,-1
15132,310695,-1
13988,287435,-1
18452,379702,-1
30474,620725,-1
9209,190275,-1
25728,524601,-1
10490,216109,-1
18005,370538,-1
603,12803,-1
15406,316674,-1
4178,85581,-1
6440,132448,-1
17288,355695,-1
9426,195019,-1
18977,390039,1
27227,555117,-1
22366,457367,-1
29910,609172,-1
21968,449566,-1
25038,511258,-1
10734,221200,-1
2057,42498,-1
1057,22001,-1
11727,242014,-1
24368,497660,-1
5840,120223,-1
21569,441751,-1
16019,329737,-1
26023,530607,-1
12267,252891,-1
12086,249018,-1
4419,90873,-1
14046,288569,-1
678,14267,-1
6883,141374,-1
959,19975,-1
17494,359915,-1
2941,61387,-1
24893,508366,-1
10454,215312,-1
4436,91267,-1
9755,201894,-1
28015,570814,-1
16740,344154,-1
12016,247650,-1
25123,513106,-1
9113,188555,-1
30881,628943,-1
21558,441379,-1
24137,493078,-1
9987,206595,-1
3396,69943,-1
4744,97752,-1
20076,413135,-1
4398,90527,-1
26295,536308,-1
18819,387076,-1
7727,159302,-1
3914,80498,-1
28190,574323,-1
10220,210808,-1
8219,169927,-1
27229,555133,-1
2461,51432,-1
20594,422755,-1
12446,255776,-1
4694,96782,-1
16933,348221,-1
21182,434264,-1
3544,73094,-1
25752,525046,-1
24989,510311,-1
11149,230089,-1
12332,254039,-1
23630,483016,-1
15732,323224,-1
24187,494107,-1
20379,418601,-1
14446,296603,-1
3171,65698,-1
1854,38220,-1
8333,172082,-1
19957,410591,-1
29976,610340,-1
20681,424541,-1
17115,351883,-1
27250,555425,-1
14818,304243,-1
3989,82213,-1
1953,40097,-1
756,15733,-1
5656,116013,-1
28609,582833,-1
28551,581706,-1
1493,31228,-1
22834,466933,-1
2785,58158,-1
721,15061,-1
9813,202884,-1
20766,426116,-1
636,13282,-1
21334,437500,-1
29713,605624,-1
20029,412133,-1
397,8097,-1
8212,169836,-1
508,10893,-1
12005,247452,-1
10382,213848,-1
4706,96971,-1
6874,141243,-1
11052,227979,-1
13963,286867,-1
925,19036,-1
19266,395792,-1
25149,513719,-1
10997,226988,-1
31245,635264,-1
27205,554600,-1
7589,156213,-1
11055,228083,-1
16118,331660,-1
13303,273164,-1
16258,334379,-1
30169,614237,-1
9388,194124,-1
28961,590476,-1
30257,616489,-1
15500,318575,-1
1860,38273,-1
12491,256729,-1
3880,80016,-1
21283,436553,-1
8099,167511,-1
13862,284887,-1
20151,414434,-1
18755,385662,-1
8819,182049,-1
14164,290620,-1
8184,169265,-1
15344,315296,-1
13805,283968,-1
24118,492637,1
22359,457209,-1
9569,197810,-1
7461,153305,-1
2032,42050,-1
29143,594219,-1
9906,204985,-1
2743,57186,-1
25054,511645,-1
870,17908,-1
2799,58327,-1
7022,144153,-1
25729,524626,-1
20729,425313,-1
4501,92588,-1
12457,256129,-1
24715,504890,-1
33,860,-1
30160,613890,-1
5373,110428,-1
97,2107,-1
2455,51347,-1
15689,322284,-1
29609,603763,-1
19390,398590,-1
23009,470436,-1
17232,354535,-1
19292,396390,-1
222,4769,-1
19664,404702,-1
20352,418271,-1
8490,175073,-1
8203,169648,-1
26233,535140,-1
9628,199042,-1
29576,603107,-1
4691,96716,-1
5235,107668,-1
23634,483046,-1
5991,123221,-1
4209,86308,-1
30628,623466,-1
18119,372801,-1
3086,64344,-1
8913,184133,-1
13235,271887,-1
29987,610567,-1
9733,201264,-1
21061,431612,-1
22778,466016,-1
29222,595981,-1
2754,57400,-1
27588,562445,-1
12044,248227,-1
19800,407509,-1
28077,572078,-1
12147,250291,-1
3881,80023,-1
20292,417183,-1
15972,328546,-1
5422,111337,-1
18751,385585,-1
6433,132350,-1
16513,339700,-1
29296,597289,-1
18282,376303,-1
23777,485807,-1
24555,501406,-1
28019,570899,-1
12189,251275,-1
13972,287009,-1
10992,226741,-1
15686,322216,-1
9097,188134,-1
11515,237414,-1
20612,423101,-1
28474,580246,-1
9180,189830,-1
6367,131136,-1
9827,203288,-1
22565,461349,-1
25362,518205,-1
4540,93509,-1
23485,479996,-1
3027,63173,-1
31426,638496,-1
11273,232817,-1
1655,34529,-1
25046,511421,-1
1646,34425,-1
3802,78108,-1
611,12936,-1
583,12420,-1
31250,635359,-1
4520,93063,-1
4833,99594,-1
8903,183872,-1
13213,271396,-1
4353,89615,-1
28921,589543,-1
14252,292544,-1
27476,559903,-1
9690,200383,-1
6313,129775,-1
21992,450103,-1
24467,499608,-1
13141,269904,-1
26129,532930,-1
12863,264018,-1
28874,588624,-1
27203,554564,-1
19610,403389,-1
16468,338805,-1
28809,587164,-1
29691,605252,-1
13069,268433,-1
23377,477614,-1
14212,291574,-1
12902,265000,-1
20,509,-1
12268,252894,-1
16734,344020,-1
11668,240947,-1
15833,325745,-1
25486,520532,-1
21414,438926,-1
21694,444154,-1
30387,618881,-1
30385,618848,-1
12736,261541,-1
18607,382616,-1
12914,265218,-1
19662,404676,-1
21936,449199,-1
23660,483527,-1
12955,266198,-1
16940,348367,-1
25921,528653,-1
29553,602553,-1
15923,327626,-1
25454,519771,-1
27879,568214,-1
10851,223705,-1
22307,456182,-1
12741,261666,-1
10583,218128,-1
13723,282162,-1
9432,195169,-1
27620,563208,-1
4259,87367,-1
5626,115344,-1
21201,434621,-1
17791,366212,-1
9091,187971,-1
22696,464041,-1
7226,148262,-1
15542,319345,-1
10440,215076,-1
12637,259643,-1
31188,634334,-1
19043,391532,-1
8267,170775,-1
24851,507685,-1
8035,166106,-1
30207,615363,-1
17106,351658,-1
25402,518790,-1
24151,493495,-1
13280,272713,-1
4795,98810,-1
4882,100788,-1
2468,51641,-1
11147,230002,-1
12243,252381,-1
5838,120173,-1
3654,75322,-1
224,4799,-1
14634,300565,-1
30377,618661,-1
6065,124627,-1
20280,416875,-1
16640,342071,-1
712,15012,-1
30999,630988,-1
3782,77846,-1
25911,528484,-1
20227,415945,-1
26371,537719,-1
15738,323456,-1
17575,361608,-1
17731,364999,-1
27052,551819,-1
2976,61943,-1
23987,490199,-1
6850,140725,-1
23206,474335,-1
6855,140845,-1
3723,76747,-1
13755,283001,-1
8223,170021,-1
21069,431750,-1
19439,399505,-1
10374,213695,-1
4751,97910,-1
16267,334601,-1
2243,46755,-1
824,17222,-1
6321,129922,-1
11963,246651,-1
26625,542709,-1
11190,230970,-1
7394,152003,-1
635,13275,-1
28380,578342,-1
14095,289505,-1
27849,567709,-1
5238,107772,-1
14893,306005,-1
27590,562462,-1
25450,519737,-1
1859,38260,-1
7836,162125,-1
16656,342497,-1
1244,25654,-1
29624,604050,-1
26679,543763,-1
23643,483221,-1
10463,215535,-1
6369,131152,-1
13518,277698,-1
26620,542627,-1
4080,83749,-1
8867,183063,-1
26460,539379,-1
11401,235182,-1
13052,268035,-1
22623,462550,-1
3852,79298,-1
3306,68109,-1
15809,325160,-1
11114,229280,-1
28891,588951,-1
29519,601781,-1
31220,634933,-1
7230,148363,-1
26457,539358,-1
14973,307414,-1
18999,390621,-1
21225,435151,-1
7870,162947,-1
10429,214868,-1
19141,393269,-1
10073,208147,-1
24290,496184,-1
24636,503459,-1
16388,337143,-1
7293,149572,-1
29234,596181,-1
28023,570953,-1
22161,453341,-1
28215,574901,-1
1368,28552,-1
28305,576693,-1
22416,458347,-1
24594,502300,-1
12804,262748,-1
9814,202890,-1
10906,225152,-1
1592,33339,-1
19007,390785,-1
789,16319,-1
4462,91723,-1
10089,208583,-1
11876,244837,-1
25709,524186,-1
12601,259018,-1
29908,609123,-1
1678,34860,-1
19487,400796,-1
29723,605864,-1
24042,491204,-1
6158,126513,-1
20399,418961,-1
11217,231709,-1
19372,398127,-1
15141,310952,-1
3901,80233,-1
8266,170767,-1
15505,318632,-1
11000,227036,-1
8562,176773,-1
5531,113390,-1
29700,605384,-1
8206,169714,-1
19279,396152,-1
4221,86534,-1
10130,209213,-1
26562,541597,-1
15381,316086,-1
24826,507151,-1
5302,108970,-1
19003,390707,-1
13006,267129,-1
22503,460167,-1
8954,184964,-1
11797,243317,-1
25153,513767,-1
14082,289327,-1
935,19398,-1
14006,287716,-1
1645,34405,-1
17515,360374,-1
9789,202527,-1
29276,596825,-1
16077,330918,-1
12131,249851,-1
17065,350854,-1
19728,405935,-1
25336,517739,-1
26322,536848,-1
29223,596025,-1
24278,495994,-1
8095,167430,-1
26030,530717,-1
7316,150220,-1
13479,276811,-1
22314,456276,-1
23270,475433,-1
22628,462636,-1
8248,170488,-1
22407,458149,-1
11647,240431,-1
21003,430645,-1
30053,612046,-1
10151,209581,-1
22381,457648,-1
26823,546773,-1
20250,416333,-1
78,1592,-1
5050,104056,-1
14992,307752,-1
16430,338001,-1
23456,479301,-1
12521,257281,-1
25769,525374,-1
24645,503629,-1
23954,489364,-1
13737,282535,-1
19483,400767,-1
7088,145803,-1
3228,66781,-1
18124,372913,-1
27042,551614,-1
7442,152821,-1
1436,30070,-1
15272,313904,-1
30265,616577,-1
24134,493014,-1
20427,419518,-1
22760,465722,-1
8400,173196,-1
25544,521597,-1
30569,622508,-1
10735,221220,-1
25515,521026,-1
28957,590337,-1
20390,418885,-1
13422,275638,-1
1900,38981,-1
1352,28140,-1
456,9587,-1
23012,470510,-1
2953,61601,-1
2580,53955,-1
21447,439424,-1
18887,388377,-1
5306,109023,-1
9854,203701,-1
10748,221647,-1
18595,382341,-1
16745,344243,1
25775,525470,-1
2549,53352,-1
15635,320938,-1
17477,359595,-1
18893,388425,-1
25307,517154,-1
6346,130724,-1
16916,347878,-1
29919,609297,-1
15806,325113,-1
11227,231896,-1
15785,324637,-1
996,20696,-1
25595,522540,-1
498,10701,-1
7208,147918,-1
20921,428704,-1
8235,170259,-1
10895,224865,-1
4086,83899,-1
24795,506466,-1
29233,596150,-1
14580,299535,-1
28300,576536,-1
17153,352844,-1
15725,323086,-1
8247,170477,-1
9898,204650,-1
3142,65193,-1
8024,165918,-1
1672,34783,-1
15876,326591,-1
23324,476377,-1
27653,563926,-1
1303,27041,-1
3354,68983,-1
23775,485798,-1
28783,586426,-1
19464,400261,-1
3686,75881,-1
19275,396018,-1
24532,500938,-1
21305,436943,-1
19616,403520,-1
15677,321862,-1
29909,609124,-1
28782,586413,-1
19586,402839,-1
31033,631699,-1
12454,256058,-1
23349,476910,-1
13487,276964,-1
1712,35496,-1
3657,75348,-1
4420,90923,-1
1688,35033,-1
17124,352128,-1
12299,253501,-1
25929,528756,-1
25650,523389,-1
30173,614440,-1
30724,625736,-1
22719,464669,-1
15892,327010,-1
1292,26801,-1
20769,426170,-1
23802,486359,-1
14250,292506,-1
10995,226950,-1
710,14962,-1
20577,422464,-1
22931,468927,-1
11117,229318,-1
15796,325050,-1
9470,195858,-1
6129,125946,-1
27967,569982,-1
3545,73104,-1
15306,314638,-1
3383,69620,-1
4197,85990,-1
21902,448526,-1
4328,89059,-1
26235,535148,-1
9254,191520,-1
11547,238192,-1
30380,618744,-1
26290,536245,-1
15994,329107,-1
16404,337447,-1
